Source,Target,Weight
21,486,0.7255320444981834
21,483,0.7438770767238758
21,480,0.6377980081294146
21,478,0.7285019050511174
21,473,0.7472954621023665
21,469,0.6941611495824556
21,462,0.727597294902609
21,439,0.6799116047226363
21,427,0.7242287925897766
21,409,0.7386315655716109
21,404,0.6637265944119103
21,403,0.7141276234197494
21,393,0.7450771812237356
21,379,0.7300921195918966
21,376,0.7115332308356871
21,373,0.7056667530728735
21,369,0.709737502774183
21,351,0.7369974960299048
21,345,0.7418319695251232
21,344,0.7284970864113759
21,341,0.7190969930999087
21,336,0.7347298603777955
21,333,0.7430122833075932
21,319,0.701011815030493
21,312,0.7053725981464265
21,307,0.7388087800633069
21,284,0.6435847320366139
21,281,0.7080705576660491
21,261,0.725880921822254
21,250,0.7484639888854049
21,240,0.7456562587796193
21,234,0.7075241090933979
21,230,0.7300841401957574
21,228,0.6794628787456487
21,223,0.716327163241393
21,213,0.7455053621342839
21,204,0.7177487212502699
21,203,0.7297893284797705
21,200,0.7169310501729058
21,199,0.7229352727036027
21,197,0.747532761117025
21,179,0.6648894808784178
21,178,0.7424593320168614
21,154,0.7491636604901311
21,150,0.7407251423954693
21,147,0.7469094597648923
21,139,0.7465780756883439
21,127,0.72362117870589
21,99,0.7056464218231523
21,97,0.7121086228041086
21,92,0.6783520958983831
21,90,0.7475844925480223
21,78,0.6530290373600816
21,63,0.7115132265681389
21,56,0.7392543956949413
21,46,0.7482318127303147
21,41,0.7308232694344785
21,39,0.7104181886923289
21,37,0.7375355538676429
21,36,0.7347735848794585
21,25,0.7176061326376412
21,24,0.7176903910175101
22,991,0.712629985838186
22,961,0.7431748066790226
22,939,0.7247204327001509
22,928,0.7242797632235581
22,883,0.7488885156291093
22,881,0.7440679263124332
22,880,0.7496675264531725
22,871,0.7446126920880756
22,863,0.7176184378385709
22,844,0.7486605278198061
22,839,0.7163805425382815
22,838,0.724036712653929
22,811,0.7247458755357506
22,809,0.7230720553068476
22,793,0.7430093716796601
22,789,0.7375473319306739
22,772,0.7468906307057154
22,763,0.7476905552129072
22,762,0.7255818557690998
22,753,0.7434807574782707
22,744,0.7474425714309054
22,720,0.7403822130411654
22,674,0.7168853928510048
22,659,0.7274955580402638
22,653,0.6963921635281932
22,629,0.7394684449751247
22,625,0.709033117536373
22,574,0.7394682517939576
22,567,0.6894859142501606
22,557,0.7221181517216881
22,543,0.7350212910490689
22,531,0.68833310633593
22,527,0.724677443549933
22,525,0.7462122187817142
22,490,0.6885434218115257
22,486,0.7126519619194933
22,480,0.7457747283955704
22,469,0.7340448769818347
22,443,0.7307639722367237
22,439,0.7411080310761059
22,421,0.7433725228146882
22,404,0.6768325714525025
22,403,0.7083392217756235
22,373,0.723534608379089
22,369,0.7403770712258355
22,312,0.7473269148080159
22,307,0.7389604550080329
22,284,0.6520877279092695
22,281,0.7306865472108109
22,279,0.7205751376162103
22,267,0.7451708905051717
22,240,0.7474734552364976
22,204,0.7379249707593832
22,203,0.7133043211075253
22,200,0.7423655368653896
22,179,0.6546571524757921
22,109,0.7386781728213834
22,106,0.7457075561602043
22,99,0.7129616919948205
22,97,0.7332177383844488
22,92,0.7282523128979557
22,86,0.7389250777052075
22,78,0.7152876448858925
22,68,0.722425663889917
22,66,0.7494466133364213
22,41,0.729621395323661
22,39,0.7092268195714905
22,36,0.7206554633409159
23,997,0.7075063524953319
23,957,0.7152025306417652
23,854,0.7288456485274964
23,842,0.7366924968964473
23,838,0.7395014898929615
23,822,0.7284682752901293
23,811,0.7495224081014599
23,807,0.7492344545925252
23,797,0.7404813758955194
23,793,0.7494944951673286
23,783,0.7401863221949058
23,782,0.7080240585117457
23,777,0.7210774753598529
23,757,0.7489268890974107
23,741,0.7363692214728266
23,703,0.7416508524758586
23,686,0.7349139967374475
23,672,0.7496560197301994
23,662,0.6915224818313407
23,655,0.7365595388947633
23,609,0.7405290051639651
23,600,0.7287252653307548
23,590,0.7244215792033615
23,587,0.7230238694589706
23,567,0.7416436734711551
23,552,0.7471569638137119
23,505,0.7358077022137539
23,472,0.7150329905256239
23,440,0.719792340772729
23,374,0.7231884331035584
23,344,0.7377317846393521
23,327,0.7454613754071833
23,309,0.7224746743085948
23,281,0.7288975344143235
23,219,0.7265748053977807
23,201,0.7372166039111012
23,199,0.6835725218082006
23,184,0.7484173189620907
23,155,0.7182575531116048
23,132,0.7339454183857351
23,86,0.7450605438798752
23,74,0.7457339370470901
23,35,0.7387538112127001
24,997,0.7194997442874532
24,994,0.6824277955331455
24,993,0.7360667966200143
24,979,0.7318119679312728
24,966,0.7417484204431105
24,955,0.7088470856165998
24,951,0.7274515950238896
24,938,0.749251667337009
24,928,0.7321756736143921
24,915,0.7145989451902799
24,914,0.7370297725865519
24,898,0.7233903701191254
24,891,0.7374785785831591
24,890,0.7251033922631922
24,886,0.7435910215976402
24,879,0.7289296723093717
24,877,0.7493989382859568
24,867,0.7122316316751776
24,852,0.748354727378162
24,846,0.7105209966458386
24,843,0.730596255726525
24,842,0.6983171554532841
24,836,0.7297930066858358
24,831,0.7410890951688165
24,822,0.7346740101756719
24,807,0.6985391964668937
24,801,0.7065546109726402
24,793,0.7404372230398781
24,788,0.7305626380296434
24,781,0.6918589186764811
24,772,0.7325476366033364
24,758,0.7413648715354988
24,753,0.7336111907665291
24,739,0.7319614788370699
24,735,0.7373513829611953
24,722,0.7341041845709707
24,715,0.7496280126129626
24,699,0.7460873776106898
24,687,0.7379580453625495
24,686,0.6842806921102363
24,673,0.7497174274524455
24,665,0.7295624018227971
24,664,0.7334443438246031
24,662,0.739436853940461
24,660,0.7499066336917989
24,639,0.7338240784345895
24,622,0.7151123968441272
24,619,0.7222521759029874
24,616,0.7240523896958995
24,609,0.6993107437288765
24,607,0.7417658891299065
24,606,0.7179195621803521
24,600,0.7187993194467518
24,598,0.6943742810876395
24,593,0.7418859902671825
24,592,0.7410880039397836
24,581,0.7252455037211963
24,563,0.7228928246454737
24,553,0.7485668539217787
24,552,0.74791760587187
24,551,0.7382202593323368
24,549,0.7494087180383201
24,538,0.7009542690942252
24,531,0.7064849083519336
24,529,0.6906281847576176
24,508,0.7499440716211898
24,505,0.6736246372370522
24,496,0.7460663412248711
24,489,0.7396993857899095
24,485,0.7388510646887884
24,484,0.744785991704238
24,472,0.7169876266344634
24,463,0.7350188790849486
24,458,0.7360075262149157
24,451,0.7291559525674938
24,446,0.721312762799885
24,444,0.7334222764164556
24,431,0.7341559507939878
24,422,0.7423995008216493
24,388,0.7062946157383416
24,374,0.747830509539873
24,366,0.7318499418281125
24,352,0.7129292581399067
24,332,0.7435452618026412
24,324,0.7475124735317018
24,314,0.743035609015295
24,309,0.6916646837037072
24,301,0.7456100621197747
24,298,0.7027633738514528
24,283,0.7212021893079273
24,282,0.7229337522749211
24,269,0.7341409893047346
24,267,0.7340061058178998
24,259,0.7292156854511871
24,255,0.7416823423884763
24,246,0.7399031623931949
24,225,0.7196493525923969
24,221,0.6922375653221343
24,212,0.739733158536548
24,209,0.7374696923829615
24,202,0.7264718149560989
24,194,0.7427934192717378
24,188,0.7251568196103575
24,168,0.7126116590023929
24,167,0.7293229773022513
24,160,0.6826877528089286
24,158,0.7126773299241038
24,152,0.7433446396314942
24,151,0.7381352080531793
24,141,0.7283688712194513
24,140,0.7261361703399536
24,134,0.7044281157517994
24,131,0.7312649020786369
24,129,0.7496514376159739
24,116,0.7183064678027745
24,99,0.7320104477413956
24,94,0.7403892239937643
24,92,0.7454092595746269
24,88,0.7096988542737221
24,86,0.7425666666635019
24,73,0.7362342967612363
24,72,0.7403789156805034
24,61,0.744479766865183
24,55,0.7248151491550053
24,40,0.7471964752147635
24,37,0.7456415682212988
24,35,0.7213357604701788
24,33,0.7369580856817982
24,31,0.7099754055270245
24,27,0.7215396334679808
25,960,0.7308394799533192
25,957,0.7451925368807187
25,949,0.747234203881034
25,946,0.7415955485077111
25,876,0.7413096748794634
25,870,0.7237826057100131
25,861,0.7333740511814016
25,831,0.7374936679432362
25,821,0.7219502392790805
25,777,0.7223813245034539
25,756,0.7485167254526441
25,753,0.7495787233038946
25,735,0.7232268190520692
25,723,0.7329101930137085
25,715,0.7443314326757315
25,703,0.7240628544814496
25,687,0.7119513742443357
25,665,0.741693686334967
25,639,0.7376789716616818
25,625,0.7495137632564257
25,619,0.7467711940676051
25,600,0.711001005547817
25,598,0.745580930319216
25,592,0.727123916769135
25,590,0.7394885371773612
25,553,0.7196623314517023
25,551,0.7463084687207394
25,485,0.7390920239271855
25,446,0.685026077694364
25,422,0.739013156892075
25,415,0.7135205375778871
25,388,0.7391807284507242
